X,Y,POI_ID,NAME,UNIT_SUITE,ADDRESS,DELIV_MODE,CITY,MAF,PROV,POST_CODE,LOCATION,PHONE,FAX,TOLL_FREE,WEBSITE,EPOI_TYPE,CAF,SIC_1,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,NAICS_1,NAICS_2,NAICS_3,NAICS_4,NAICS_5,SIC_MJ_GRP,SIC_DIV,X,Y,PREC_CODE,ATTRIBCODE,STATUS,COMM_NAME,GRP_IND,FOOD_TYPE
-123.045648,49.26894,POI10002500,FIRST AVENUE MEAT SHOP,,2800 E 1 AVE,0.000000,VANCOUVER,Vancouver,BC,V5M 4N9,0.000000,604-215-8638,,0.000000,,0.000000,ADD944825,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.045648,49.268940,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.15538258,49.227391916400002,POI3241248,QUALITY MEATS OF KERRISDALE,,6481 WEST BLVD,0.000000,VANCOUVER,Vancouver,BC,V6M 3X6,0.000000,604-267-4949,,0.000000,,0.000000,ADD855969,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.155383,49.227392,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.669756,49.113797,POI4638131,HERITAGE MEATS LTD,,6131 200 ST,0.000000,LANGLEY,Langley,BC,V2Y 1A2,0.000000,604-532-5235,,0.000000,http://www.heritagemeatsgourmet.com,0.000000,ADD1227352,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.669756,49.113797,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.007489,49.280752,POI1904347,ROCKY'S MEATS,,4342 HASTINGS ST,0.000000,BURNABY,Burnaby,BC,V5C 2J9,0.000000,604-298-8943,,0.000000,,0.000000,,54210000,54990000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.007489,49.280752,1,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.94287362599999,49.223214828700002,POI5084188,ARIANA HALAL MEAT SHOP,,7619 EDMONDS ST,0.000000,BURNABY,Burnaby,BC,V3N 1B6,0.000000,778-397-3303,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.942874,49.223215,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-127.173277,54.779144,POI4673579,"SAUSAGE FACTORY, THE",,1107 MAIN,0.000000,SMITHERS,SMITHERS,BC,,0.000000,250-847-2861,250-847-2824,0.000000,,0.000000,ADD940885,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-127.173277,54.779144,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.11335,49.261636,POI4171056,PREMIUM BRANDS,,,0.000000,VANCOUVER,VANCOUVER,BC,,0.000000,604-717-6000,,0.000000,,0.000000,,54210000,51490000,00000000,00000000,00000000,00000000,44521,42247,00000,00000,00000,54,G,-123.113350,49.261636,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.04434980400001,49.269938344800003,POI1909091,COLUMBUS MEAT MARKET LTD,,1655 RENFREW ST,0.000000,VANCOUVER,Vancouver,BC,V5K 4C9,0.000000,604-253-2242,604-253-2260,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.044350,49.269938,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-124.052078,48.826519,POI3513474,HANS' BUTCHER SHOP & DELI,,102 COWICHAN W,0.000000,LAKE COWICHAN,LAKE COWICHAN,BC,,0.000000,250-749-3115,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-124.052078,48.826519,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.150181397,52.111734420099999,POI1867717,OZZIE'S MEATS,,510 HODGSON RD,0.000000,WILLIAMS LAKE,Cariboo,BC,V2G3P9,0.000000,250-398-8414,,0.000000,,0.000000,,54210000,51490000,00000000,00000000,00000000,00000000,44521,42247,00000,00000,00000,54,G,-122.150181,52.111734,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-119.585559,49.860985,POI2936914,PIONEER MEAT,,1688 ROSS RD,0.000000,KELOWNA,West Kelowna,BC,V1Z 1L9,0.000000,250-769-1895,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-119.585559,49.860985,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-119.456474,49.861062,POI10008267,JOHNNY'S FRESH MEATS & DELI,,5-1790 KLO,0.000000,KELOWNA,KELOWNA,BC,,0.000000,250-860-6077,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-119.456474,49.861062,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-131.820879,53.243025,POI4101252,SUPER-VALU STORES NO 43,,343 ALLIFORD BAY RD,0.000000,SANDSPIT,SKEENA-QUEEN CHARLOTTE,BC,V0T 1T0,0.000000,250-637-2249,,0.000000,,0.000000,ADD1224576,54110000,54210000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-131.820879,53.243025,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-127.167996,54.781823,POI3483395,HAMMING'S BUTCHER SHOP,,4946 LK KATHLYN JCT RD,0.000000,SMITHERS,SMITHERS,BC,,0.000000,250-847-3361,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-127.167996,54.781823,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-120.846409,56.252423,POI5202822,"BUTCHER BLOCK, THE",,,0.000000,FORT ST. JOHN,FORT ST. JOHN,BC,,0.000000,250-785-4050,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-120.846409,56.252423,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-120.205023,51.425515,POI4456832,RAINER CUSTOM CUTTING,,2-7529 YELLOWHEAD S HWY 5,0.000000,LITTLE FORT,THOMPSON-NICOLA,BC,,0.000000,250-672-9629,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-120.205023,51.425515,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.538351,49.095776,POI5190806,B J D FARMS SPECIALTY TURKEY STORE,,24726 52 AVE,0.000000,LANGLEY,Langley,BC,V2Z1E2,0.000000,604-856-2437,,0.000000,,0.000000,,54990000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.538351,49.095776,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-120.963409,56.279902,POI4781727,CHARLIE LAKE MEAT SHOP,,13091 QUIGLEY FRNTG,0.000000,CHARLIE LAKE,PEACE RIVER,BC,V0C 1H0,0.000000,250-785-2210,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-120.963409,56.279902,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-121.85208172,49.243510536599999,POI4265324,SEABIRD ISLAND GAS BAR,,3971 LOUGHEED HWY,0.000000,AGASSIZ,Kent,BC,V0M 1A1,0.000000,604-796-9890,604-796-9892,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-121.852082,49.243511,4,2,0.000000,0.000000,0.000000,Gas Stations
-124.809240434,49.488573628,POI4105600,FANNY BAY SERVICE LTD,,8256 ISLAND HIGHWAY 19A,0.000000,COMOX VALLEY A (BAYNES SOUND),COMOX VALLEY,BC,V0R 1W0,0.000000,250-335-2200,,0.000000,,0.000000,ADD1233305,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-124.809240,49.488574,5,2,0.000000,0.000000,0.000000,Gas Stations
-121.445315,49.380104,POI4265320,DRUET'S SERVICE,,711 WATER,0.000000,HOPE,HOPE,BC,,0.000000,604-869-5020,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-121.445315,49.380104,4,2,0.000000,0.000000,0.000000,Gas Stations
-127.498789,50.719812,POI3506333,ESSO SERVICE STATION,,8945 GRANVILLE ST,0.000000,PORT HARDY,Port Hardy,BC,V0N 2P0,0.000000,250-949-8535,,0.000000,,0.000000,ADD798069,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-127.498789,50.719812,2,2,0.000000,0.000000,0.000000,Gas Stations
-120.354687,50.666199,POI3800688,SUMMIT GOURMET MEATS,,1180 COLUMBIA ST W,0.000000,KAMLOOPS,Kamloops,BC,V2C 6R6,0.000000,250-374-8868,,0.000000,,0.000000,ADD923706,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-120.354687,50.666199,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.071076,49.321244,POI1944533,NORTH SHORE QUALITY MEATS,,128 E 14 ST,0.000000,NORTH VANCOUVER,North Vancouver,BC,V7L 2N3,0.000000,604-985-2412,,0.000000,,0.000000,ADD789032,54210000,54990000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.071076,49.321244,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-124.988929,49.697902,POI4686114,S S T G GAS STATION,,753 RYAN,0.000000,COURTENAY,COURTENAY,BC,,0.000000,250-334-1822,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-124.988929,49.697902,4,2,0.000000,0.000000,0.000000,Gas Stations
-125.025796038,49.619388617,POI4686115,SUPREME CONVENIENCE,,2766 DUNSMUIR AVE,0.000000,CUMBERLAND,Cumberland,BC,V0R 1S0,0.000000,250-336-8414,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-125.025796,49.619389,4,2,0.000000,0.000000,0.000000,Gas Stations
-123.947503,53.946902,POI99231,"COUNTRY LOCKER, THE",,TEICHROEB RD,0.000000,VANDERHOOF,BULKLEY-NECHAKO,BC,V0J 3A1,0.000000,250-567-4774,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.947503,53.946902,5,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-120.340733,50.676055,POI3799898,KAM LAKE VIEW MEATS LTD,,GARDIE RD,0.000000,KAMLOOPS,KAMLOOPS,BC,,0.000000,250-828-1015,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-120.340733,50.676055,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.890923,49.260727,POI1886052,LUCKY MEAT MARKET,,532 CLARKE RD,0.000000,COQUITLAM,Coquitlam,BC,V3J 3X5,0.000000,604-936-5221,,0.000000,,0.000000,ADD845981,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.890923,49.260727,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.02396793600001,49.244991715,POI10195998,HANNA MEATS LTD,,4409 BOUNDARY RD,0.000000,VANCOUVER,Vancouver,BC,V5R 2N3,0.000000,604-677-3181,,0.000000,,0.000000,ADD902037,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.023968,49.244992,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.076685602,49.218041190400001,POI10195999,"MAD BUTCHER, THE",,1420 E 57 AVE,0.000000,VANCOUVER,Vancouver,BC,V5P 2A9,0.000000,604-327-5884,,0.000000,,0.000000,ADD972700,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.076686,49.218041,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-125.763681,54.233416,POI10198845,S H A R S MEATS,,475 GOVERNMENT ST BURNS LAKE,0.000000,BURNS LAKE,BURNS LAKE,BC,,0.000000,250-692-3222,,0.000000,,0.000000,ADD1226131,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-125.763681,54.233416,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.3653,48.47089,POI10199600,RONALD ORR & SON FAMILY BUTCHER,,4011 QUADRA ST,0.000000,SAANICH,Saanich,BC,V8X 1K1,0.000000,250-590-8067,,0.000000,,0.000000,ADD863154,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.365300,48.470890,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.444006,48.575227,POI10213523,RONALD ORR & SON FAMILY BUTCHER,,7103 W SAANICH RD,0.000000,CENTRAL SAANICH,Central Saanich,BC,V8M 1R1,0.000000,250-652-3751,,0.000000,,0.000000,ADD796422,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.444006,48.575227,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.098024,49.283413,POI10216241,BIG LOU'S BUTCHER SHOP,,269 POWELL ST,0.000000,VANCOUVER,Vancouver,BC,V6A 1G3,0.000000,604-566-9229,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.098024,49.283413,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.780987,49.158524,POI10216242,DESI MEAT SHOP LTD,UNIT 104,15933 FRASER HWY,0.000000,SURREY,Surrey,BC,V4N 0Y3,0.000000,604-593-5222,,0.000000,,0.000000,ADD979562,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.780987,49.158524,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.335103,49.050095,POI10216244,SHAISTA'S HALAL MEATS,,2636 CEDAR PARK PL,0.000000,ABBOTSFORD,Abbotsford,BC,V2T 3S5,0.000000,604-746-3224,,0.000000,,0.000000,ADD863726,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.335103,49.050095,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.1356575,49.2726092,POI10216965,JACKSON'S POULTRY CO,,1689 JOHNSTON ST,0.000000,VANCOUVER,Vancouver,BC,V6H 3R9,0.000000,604-738-6320,,0.000000,,0.000000,ADD759195,54990000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.135657,49.272609,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-125.777147,54.241262,POI4673707,RAINBOW GAS BAR,,770 HIGHWAY 16,0.000000,BURNS LAKE,BULKLEY-NECHAKO,BC,,0.000000,250-692-7747,250-692-7753,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-125.777147,54.241262,5,2,0.000000,0.000000,0.000000,Gas Stations
-125.024778145,49.619305654800002,POI10223446,VILLAGE MEATS CORP,,2779 DUNSMUIR AVE,0.000000,CUMBERLAND,Cumberland,BC,V0R 1S0,0.000000,250-336-8823,,0.000000,,0.000000,ADD965698,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-125.024778,49.619306,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.076685602,49.218041190400001,POI10231033,MECCA MARKET,,1420 E 57 AVE,0.000000,VANCOUVER,Vancouver,BC,V5P 2A9,0.000000,604-327-5884,,0.000000,,0.000000,ADD972700,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.076686,49.218041,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.10990940000001,49.2844231,POI10243109,MCLEAN'S CUSTOM DELI,,332 WATER ST,0.000000,VANCOUVER,Vancouver,BC,V6B 1B6,0.000000,604-669-1166,,0.000000,,0.000000,ADD954477,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.109909,49.284423,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.959931,49.218683,POI4598076,AL-SAFA HALAL MEAT,,6953 KINGSWAY,0.000000,BURNABY,Burnaby,BC,V5E 1E5,0.000000,604-759-1138,,0.000000,,0.000000,ADD774267,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.959931,49.218683,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.335111,49.049581,POI10247302,GARCHA MEAT SHOP,SUITE A,2606 CEDAR PARK PL,0.000000,ABBOTSFORD,Abbotsford,BC,V2T 3S5,0.000000,604-746-7769,,0.000000,,0.000000,ADD941854,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.335111,49.049581,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-121.421554081,49.489389716,POI1845834,HUSKY - DOGWOOD VALLEY HUSKY,,27052 BAKER RD,0.000000,FRASER VALLEY,Fraser Valley,BC,V0X1L3,0.000000,604-869-9443,,0.000000,http://www.myhusky.ca,0.000000,ADD1236673,55410000,54110000,51710000,29110000,59470000,00000000,44719,44511,42271,32411,45322,55,G,-121.421554,49.489390,4,2,0.000000,0.000000,0.000000,Gas Stations
-123.718821,48.379062,POI1844637,CHEVRON SOOKE TOWN PANTRY,,6610 SOOKE RD,0.000000,SOOKE,Sooke,BC,V9Z 0A7,0.000000,250-642-3131,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-123.718821,48.379062,2,2,0.000000,0.000000,0.000000,Gas Stations
-116.490491,49.09709,POI1823891,FAS GAS CANYON ST SERVICE,,2712 HWY 3,0.000000,CRESTON,Central Kootenay,BC,V0B 1G1,0.000000,250-428-3588,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-116.490491,49.097090,2,2,0.000000,0.000000,0.000000,Gas Stations
-121.325865,50.815274,POI1834955,CACHE CREEK HUSKY,,959 S TRANS-CANADA HIWAY,0.000000,CACHE CREEK,CACHE CREEK,BC,V0K 1H0,0.000000,250-457-6643,250-457-9511,0.000000,http://www.myhusky.ca,0.000000,,55410000,13210000,54110000,51710000,29110000,00000000,44719,211112,44511,42271,32411,55,G,-121.325865,50.815274,8,2,0.000000,0.000000,0.000000,Gas Stations
-122.802758,49.166799,POI10255800,MONN BROS MEAT SHOP,,15155 FRASER HWY,0.000000,SURREY,Surrey,BC,V3R 3P2,0.000000,604-957-9233,,0.000000,,0.000000,ADD955295,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.802758,49.166799,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-118.463903352,49.026777371500003,POI1830317,PETRO-CANADA,,1611 CENTRAL AVE,0.000000,GRAND FORKS,GRAND FORKS,BC,V0H 1H2,0.000000,250-442-3446,,0.000000,,0.000000,,55410000,54410000,20660000,00000000,00000000,00000000,44719,445292,31132,00000,00000,55,G,-118.463903,49.026777,5,2,0.000000,0.000000,0.000000,Gas Stations
-123.069530875,49.269841371600002,POI10259085,FRESH FREE RANGE,,1678 COMMERCIAL DR,0.000000,VANCOUVER,Vancouver,BC,V5L 3Y4,0.000000,604-568-2699,,0.000000,,0.000000,ADD759526,54990000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.069531,49.269841,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-127.163815,54.78047,POI1833852,SMITHERS CHEVRON TOWN PANTRY,,3696 HIGHWAY 16 W,0.000000,SMITHERS,Smithers,BC,V0J2N3,0.000000,250-847-5900,250-847-2711,0.000000,,0.000000,ADD1238421,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-127.163815,54.780470,2,2,0.000000,0.000000,0.000000,Gas Stations
-121.325451,50.809778,POI1834984,JUNCTION SHELL,,1090 S TRANS-CANADA HWY,0.000000,CACHE CREEK,CACHE CREEK,BC,V0K 1H0,0.000000,250-457-6612,250-457-6652,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-121.325451,50.809778,5,2,0.000000,0.000000,0.000000,Gas Stations
-122.698625,49.17444,POI10262208,SERENGETI TRADING,SUITE 207,9466 189 ST,0.000000,SURREY,Surrey,BC,V4N 4W7,0.000000,604-513-1907,,0.000000,,0.000000,ADD804523,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.698625,49.174440,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.660415947,49.1793374461,POI10262271,SERENGETI TRADING,,20279 97 AVE,0.000000,LANGLEY,LANGLEY,BC,V1M4B9,0.000000,604-513-1912,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.660416,49.179337,4,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.868558,49.142189,POI10271572,BENGAL MEAT LTD,SUITE 107,12788 76A AVE,0.000000,SURREY,Surrey,BC,V3W 1S9,0.000000,604-593-5004,,0.000000,,0.000000,ADD835560,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.868558,49.142189,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-119.563575,49.862778,POI10292535,JOHNNY'S FRESH MEATS & DELI,,1777 ROSS RD KEL,0.000000,LAKEVIEW HEIGHTS,WEST KELOWNA,BC,,0.000000,250-769-7178,,0.000000,,0.000000,ADD765108,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-119.563575,49.862778,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-121.845551,50.706659,POI10298314,TEXAS CREEK MEATS,,,0.000000,LILLOOET,SQUAMISH-LILLOOET,BC,V0K 1V0,0.000000,250-256-3976,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-121.845551,50.706659,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-121.519199,49.364212,POI1845637,HUSKY - HOPE HUSKY TRAVEL CENTRE,,61850 FLOOD HOPE RD,0.000000,HOPE,Hope,BC,V0X1L2,0.000000,604-869-5589,,0.000000,http://www.myhusky.ca,0.000000,ADD1229026,55410000,54110000,51710000,29110000,59470000,00000000,44719,44511,42271,32411,45322,55,G,-121.519199,49.364212,2,2,0.000000,0.000000,0.000000,Gas Stations
-122.470758,49.058048,POI10324525,J D FARMS SPECIALTY TURKEY STORE,,24726 52 AVE ALDERGROVE,0.000000,ALDERGROVE,LANGLEY,BC,,0.000000,604-856-2431,,0.000000,,0.000000,,54990000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.470758,49.058048,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-115.063748,49.497522,POI1824300,FAS GAS SNOW VALLEY SERVICE,,392 PINE AVE,0.000000,FERNIE,FERNIE,BC,V0B 1M2,0.000000,250-423-6700,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-115.063748,49.497522,5,2,0.000000,0.000000,0.000000,Gas Stations
-122.801284,49.175904,POI10329606,A ONE,,9547 152 ST,0.000000,SURREY,Surrey,BC,V3R 5Y5,0.000000,604-930-6050,,0.000000,,0.000000,ADD925551,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.801284,49.175904,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-122.851503,49.278747,POI10329607,MOCCIA URBANI FOODS,,2723 MURRAY ST,0.000000,PORT MOODY,Port Moody,BC,V3H 1X1,0.000000,778-355-9339,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-122.851503,49.278747,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-116.962996,51.296233,POI1822784,GOLDEN SHELL SELECT,,1319 TRANS CANADA HWY E,0.000000,GOLDEN,GOLDEN,BC,V0A 1H1,0.000000,250-344-6613,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-116.962996,51.296233,8,2,0.000000,0.000000,0.000000,Gas Stations
-132.169921,53.686384,POI4913511,FAST FUEL SERVICES LTD,,5 GROUSE ST,0.000000,PORT CLEMENTS,Port Clements,BC,V0T 1R0,0.000000,250-557-4434,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-132.169921,53.686384,2,2,0.000000,0.000000,0.000000,Gas Stations
-119.272175,50.275351,POI10363020,RITTERS HOUSE OF SAUSAGE,,4305 31 ST,0.000000,VERNON,Vernon,BC,V1T 5J8,0.000000,250-545-9691,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-119.272175,50.275351,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-121.956953,49.110956,POI10373385,CLANCY'S GOURMET MEAT,Suite 103,45800 PROMONTORY RD,0.000000,CHILLIWACK,Chilliwack,BC,V2R 5Z5,0.000000,604-846-4335,,0.000000,,0.000000,ADD767590,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-121.956953,49.110956,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-121.948767,49.164769,POI10373683,MEADOW VALLEY MEATS,,8966 NOWELL ST,0.000000,CHILLIWACK,Chilliwack,BC,V2P 4W8,0.000000,604-792-4204,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-121.948767,49.164769,2,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-121.80504,49.182335,POI10373864,TWILIGHT POULTRY LTD,,11379 GILL CHWK,0.000000,ROSEDALE,CHILLIWACK,BC,,0.000000,604-794-3438,604-794-3436,0.000000,,0.000000,,54990000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-121.805040,49.182335,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-123.917755,54.029144,POI10376706,"COUNTRY LOCKER, THE",,TEICHROEB RD VANDERHOOF,0.000000,VANDERHOOF,BULKLEY-NECHAKO,BC,,0.000000,250-567-4774,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-123.917755,54.029144,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-116.513607,49.09529,POI10378669,W 5 MEATS,,4978 CANYON LISTER CANYN,0.000000,CRESTON,CRESTON,BC,,0.000000,250-428-2487,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-116.513607,49.095290,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
-120.340733,50.676055,POI10385004,KAM LAKE VIEW MEATS LTD,,GARDIE RD KAM,0.000000,KAMLOOPS,KAMLOOPS,BC,,0.000000,250-828-1015,,0.000000,,0.000000,,54210000,00000000,00000000,00000000,00000000,00000000,44521,00000,00000,00000,00000,54,G,-120.340733,50.676055,8,2,0.000000,0.000000,0.000000,Meat and Specialty Food Stores
